frame_id,camera_path,lidar_path,radar_path,ego_vel,decision
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657121612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657121612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657122612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657123612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657124612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657125612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657126112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657126112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657126612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657126612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657127112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657127112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657127612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657127612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657128112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657128112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657108301401.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657108301401.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657108801262.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657108801262.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657109301132.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657109301132.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657109801064.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657109801064.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657110200261.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657110200261.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657110651414.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657110651414.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657111149672.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657111149672.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657111649009.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657111649009.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657112148325.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657112148325.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657112648213.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657112648213.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657113148632.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657113148632.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657113648526.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657113648526.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657114148383.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657114148383.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657114648261.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657114648261.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657115148131.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657115148131.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657115648632.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657115648632.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657116148450.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657116148450.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657116649423.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657116649423.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657117149304.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657117149304.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657117649169.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657117649169.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657118149616.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657118149616.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657118649480.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657118649480.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657119149935.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657119149935.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657119649820.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657119649820.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657120149686.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657120149686.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657120649535.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657120649535.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657121149429.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657121149429.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657121649287.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657121649287.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657122149177.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657122149177.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657122649085.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657122649085.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657123148366.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657123148366.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657123648262.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657123648262.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657124148113.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657124148113.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657124648599.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657124648599.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657125148970.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657125148970.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657125649405.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657125649405.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657126149278.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657126149278.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657126649732.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657126649732.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657127150180.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657127150180.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657127650049.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657127650049.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657128149910.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-30-15-16-55-0400__LIDAR_TOP__1535657128149910.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402927612460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402927612460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928112460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928112460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402930112460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402930112460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402930612460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402930612460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402931162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402931162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402931662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402931662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402932162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402932162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402932612460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402932612460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402933112460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402933112460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402933612460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402933612460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402934112460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402934112460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402934662484,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402934662484.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402935162463,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402935162463.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402935662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402935662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402936162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402936162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402936662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402936662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402937162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402937162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402937662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402937662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402938162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402938162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402938612460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402938612460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402939112460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402939112460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402939662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402939662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402940162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402940162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402940762460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402940762460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402941262460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402941262460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402941762460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402941762460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402942162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402942162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402942662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402942662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402943162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402943162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402943662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402943662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402944162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402944162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402944662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402944662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402945162460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402945162460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402945662460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402945662460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402946262460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402946262460.jpg,,,,
n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402946762460,v1.0-mini/samples\CAM_FRONT\n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402946762460.jpg,,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402927647951.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402927647951.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402928147847.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402928147847.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402928698048.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402928698048.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402929197353.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402929197353.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402929697797.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402929697797.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402930152601.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402930152601.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402930648325.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402930648325.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402931198511.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402931198511.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402931697833.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402931697833.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402932197715.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402932197715.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402932647284.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402932647284.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402933146604.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402933146604.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402933646462.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402933646462.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402934146351.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402934146351.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402934696555.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402934696555.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402935197541.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402935197541.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402935697945.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402935697945.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402936198962.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402936198962.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402936699359.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402936699359.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402937198682.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402937198682.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402937698000.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402937698000.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402938197897.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402938197897.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402938647444.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402938647444.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402939147334.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402939147334.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402939697511.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402939697511.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402940197958.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402940197958.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402940797343.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402940797343.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402941297218.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402941297218.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402941797653.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402941797653.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402942197463.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402942197463.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402942697870.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402942697870.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402943197769.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402943197769.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402943697655.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402943697655.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402944198088.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402944198088.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402944697931.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402944697931.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402945197276.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402945197276.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402945697148.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402945697148.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402946297085.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402946297085.pcd.bin,,,
n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402946797517.pcd,,v1.0-mini/samples\LIDAR_TOP\n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402946797517.pcd.bin,,,
n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448744412460,v1.0-mini/samples\CAM_FRONT\n015-2018-10-02-10-50-40+0800__CAM_FRONT__1538448744412460.jpg,,,,
